product_id,product_name,aisle_id,department_id
1511,2% Reduced Fat DHA Omega-3 Reduced Fat Milk,84,16
1512,Berry Flavor Children's Ibuprofen,11,11
1516,Organic Acai Berry Smoothie Packs,116,1
1523,Organic Yellow Seed Mustard,104,13
1529,"Parsley, Italian (Flat), New England Grown",16,4
1540,Organic Southwest Taco Seasoning,30,6
1541,Jumbo Grade A Eggs,86,16
1545,"Healthy Grains Granola Bar, Vanilla Blueberry",3,19
1546,Deluxe Red Raspberry Fruit Spread,88,13
1556,Wild Rice,63,9
1559,Cherry Pomegranate Greek Yogurt,120,16
1577,Unsweetened Whole Milk Peach Greek Yogurt,120,16
1592,Daily Moisture Conditioner,22,11
1614,Nibblers Corn on the Cob,116,1
1618,"Lasagna, Vegetable, with Daiya Cheeze",38,1
1635,Whole Cashews,117,19
1643,French Feta,21,16
1653,Organic Nibbly Fingers Stage 3 Bananas & Raisins,92,18
1654,Black Truffle,45,19
1667,Refresh and Revive Dry Shampoo,22,11
1674,Moose Tracks Ice Cream,37,1
1689,15 Grain Whole Grain Bread,112,3
1695,Major Dickason's Blend Ground Coffee Dark Roast,26,7
1700,White Cheddar Popcorn,23,19
1712,Pomegranate Blueberry Pistachio Plus Antioxidants Fruit & Nut Bar,3,19
1713,100% Plant Protein Beastley Sliders,42,1
1743,Super Scoop Clumping Fragrance Free Cat Litter,41,8
1747,Teriyaki Beef Jerky,23,19
1752,Mango Sorbet,37,1
1756,Hawaiian Dinner Rolls,43,3
1757,Organic Cashew Carrot Ginger Soup,69,15
1774,Butter Pecan Ice Cream,37,1
1782,Dark & Mint Filled Chocolate Squares,45,19
1783,Organic French Vanilla Almond Granola,57,14
1787,Thin Rice Noodles,66,6
1806,Strawberry Unsweetened Soft Drink Mix,90,7
1818,Creamy Coconut & Peanut Spread,88,13
1819,All Natural No Stir Creamy Almond Butter,88,13
1830,Organic Almond Extract,17,13
1831,Peach-Pear Sparkling Water,115,7
1832,Moisture Milks Strawberries & Cream Moisturizing Conditioner,22,11
1845,Seedless Blackberry Jam,88,13
1866,Organics Hawaiian Coconut Milk Facial Wash,109,11
1870,Chipotle Black Bean Burger,34,1
1890,Organic Large Grade A Eggs,86,16
1896,Organic Sensible Sipper Apple Juice,98,7
1907,Kiwi Spinach Peas & Green Apple,92,18
1915,Honey Pear Yogurt,120,16
1924,Long Grain Rice,63,9
1938,Beef Stew Meat,122,12
1940,Organic 2% Reduced Fat Milk,84,16
1942,Aged White Wine Vinegar,19,13
1950,Low Sugar Strawberry Preserves,88,13
1957,Fabric Softener Dryer Sheet Outdoor Fresh 160CT Fabric Enhancers,75,17
1958,Green Pepper Sauce,72,13
1979,Pure Coconut Milk,66,6
1987,Blackberry Lemonade,31,7
1991,Organic Lemonade Fruit Juice Drink,98,7
1994,Organic Gluten Free Quinoa Spaghetti,131,9
1998,Unsweet Peach Sparkling Water,115,7
1999,Organic Chicken Broth,69,15
2002,"The \""World's Best\"" Veggie Burger",42,1
2010,Thirsty Ultra Big Roll towel White Vsa,54,17
2012,Smart Ones Classic Favorites Chicken Enchiladas Suiza,38,1
2014,Low Fat Kefir Cultured Milk Smoothie Lowfat Probiotic Blueberry,120,16
2016,Minzano Tomato,83,4
2043,Organic Cookies 'n Cream Ice Cream,37,1
2063,Fresh Ciliegine Mozzarella Cheese,21,16
2064,Toll House Dark Chocolate Morsels,17,13
2067,Plus Cranberry Almond + Antioxidants with Macadamia Nuts Bar,3,19
2078,Unsalted Pure Irish Butter,36,16
2086,Sustainably Soft Bath Tissue,54,17
2088,Whole Wheat Pearl Couscous,63,9
2091,Almond Nut & Rice Cracker Snacks,78,19
2092,Bengal Spice Herbal Tea,94,7
2097,Gallon Size Value Pack Storage Bags,85,17
2099,Natural Cane Turbinado Sugar,17,13
2120,Sauvignon Blanc,62,5
2122,Super Scented Sport Tampons,126,11
2132,Rosemary Olive Oil Bread,112,3
2138,Whole Bay Leaves,6,2
2151,Classic Vanilla Ice Cream Sandwiches,37,1
2164,"Waffles, Sweet Belgian, Vanilla",52,1
2180,Angel Hair Pasta,131,9
2186,Organic Harmony Blend Tri-Color,4,9
2187,Strawberry Milk,84,16
2189,Banana Low-Fat Greek Yogurt,120,16
2192,Bold & Crispy Zesties! Crispy Seasoned French Fried Potatoes,129,1
2197,Sparkling Pink Lemonade,77,7
2205,3D White Arctic Fresh Toothpaste,17,13
2210,Large Brown Grade AA Eggs,86,16
2225,Angel Flake Sweetened Coconut,17,13
2228,Organic Frozen Mango Chunks,116,1
2229,Uncrustables Peanut Butter & Strawberry Spread Sandwich,38,1
2238,Vitamin C Super Orange Dietary Supplement,47,11
2243,Mango Peach Goat Milk Yogurt Baby Food,120,16
2272,Peppermint,20,11
2295,Yellow Bell Pepper,83,4
2309,Organic Ground Flaxseed,47,11
2310,Perfecto,67,20
2314,Whole Milk Ricotta Cheese,108,16
2326,Organic Blueberry Waffles,52,1
2335,Organic Chopped BBQ Ranch Salad Kit,100,21
2336,Pasta Sides- Parmesan Fettuccini & Spinach Pasta,4,9
2338,Best Original Baked Beans,59,15
2350,60% Cacao Bittersweet Premium Baking Chips,17,13
2351,Sugar Free Whipped Topping,119,1
2361,Mint Chip,37,1
2371,Natural Uncured Beef Hot Dog,100,21
2377,Mister Salty Pretzels & Cheese Dip Handy Snacks,78,19
2389,Breakfast Hot & Spicy Sausage Patties,42,1
2390,Pita Crisps Simply Naked,107,19
2391,Golden Maple Sweet Belgian Style Waffles,52,1
2408,Feta Crumbled Traditional Cheese,21,16
2422,Classic Meal For 2 Shrimp Scampi & Linguine,38,1
2426,Roasted Green Chile & Jack Cheese Tamales,13,20
2434,Caramel Flavored Sundae Syrup,103,19
2435,Teriyaki Meal Bowls,38,1
2447,3 lb Clementines,123,4
2450,Taco Seasoning,30,6
2452,Naturals Chicken Nuggets,129,1
2470,Buckwheat Soba Pasta,131,9
2480,Organic 85% Cacao Dark Chocolate Bar,45,19
2481,Natural Deli Style Sliced Swiss Cheese,21,16
2512,99% Fat Free Chicken Broth,69,15
2513,Steam In Bag Broccoli & Cauliflower,123,4
2514,Extreme Clean Whitening Action Mint Blast Fluoride Toothpaste,20,11
2516,24 Hour Non-Drowsy Allergy Relief,11,11
2517,Vanilla Animal Cookies,61,19
2519,Rice Krispies Cereal,121,14
2524,Stax Sour Cream & Onion Potato Crisps,107,19
2530,Pink Lemonade Unsweetened Soft Drink Mix,90,7
2543,Crispy Rice Cereal,121,14
2556,Yellow Mustard,72,13
2563,Roasted Garlic & Parmesan Baby Reds Mashed Potatoes,4,9
2566,Mold and Mildew Remover with Bleach,114,17
2573,Garlic Pepper Ramen,66,6
2581,Lavender Floral & Mint Natural Dish Liquid,74,17
2593,Organic Evaporated Milk,17,13
2597,Fresh Pressed Virgin Coconut Oil,19,13
2604,Lemon Zest Sorbetto,37,1
2611,Gluten Free SpongeBob Spinach Littles,92,18
2616,Liquid Upset Stomach Reliever/Anti-Diarrheal,70,11
2627,Ibuprofen 200 mg Pain Reliever/Fever Reducer Tablets,133,11
2643,Organic Bagged Kale Salad Mix,123,4
2646,Dairy Pure Heavy Whipping Cream,53,16
2651,Mayonnaise,72,13
2656,Original Pods,75,17
2657,Wholesome Breakfast Apple Raisin Baby Food,92,18
2661,Key Lime Pie Fruit & Nut Food Bar,3,19
2664,First Prunes,92,18
2668,Whips! Strawberry Mist Yogurt Mousse,120,16
2669,Roasted Dandelion Spice Detox Tea,94,7
2707,Complete™ ActionPacs™ Fresh Scent Dishwasher Detergent,74,17
2708,Fruit By the Foot Variety Pack,50,19
2717,Mango Sparkling Water,115,7
2732,Gluten Free Pretzel Sticks,107,19
2748,Organic Reduced Fat Omega-3 Milk,84,16
2750,Savory Turkey Breakfast Sausage Patties,52,1
2786,Facial Tissue,54,17
2813,Whole Grain Angel Hair Pasta,131,9
2814,Natural Raw Cane Turbinado Sugar,17,13
2825,Organic Original Hommus,67,20
2826,Blue Corn Chip Bowls,107,19
2838,Poppy Seed Dressing,89,13
2839,Original Slices Pepperoni,96,20
2846,Organic Green Onions,83,4
2848,Strawberry Orange Banana Drink Mix,90,7
2855,Organic Good Seed Bread,112,3
2870,"Clean Energy Drink, Lemon Lemongrass",94,7
2888,Almond Cocoa Spread,88,13
2923,"Mighty 4 Essential Tots Spinach, Kiwi, Barley & Greek Yogurt Nutrition Blend",92,18
2927,Tartar Sauce Squeeze Bottle,72,13
2962,"Milk, Reduced Fat, 2% Milkfat",84,16
2966,Pure Coconut Water,98,7
2969,Gluten Free Plain Tortillas,128,3
2974,Regular,77,7
3007,Natural Anticavity Silly Strawberry Fluoride Toothpaste for Children,20,11
3020,Broccoli & Apple Stage 2 Baby Food,92,18
3023,Club & Cheddar Sandwich Crackers,78,19
3045,Complete Clean with Bleach Toilet Bowl Cleaner,114,17
3061,Swiss Rolls,61,19
3066,Organic Balance Milk Protein Shake Dark Chocolate,91,16
3081,"Organic Creamies Strawberry, Raspberry & Carrot Freeze-Dried Fruit Snacks",92,18
3098,Lavender Dish Soap,74,17
3101,Stir-Fry Vegetables,116,1
3108,Original Lowfat Lemon Burst Yogurt,120,16
3110,Smart Creations Crustless Chicken Pot Pie,38,1
3124,Multi-Surface Cleaner Lemon Fresh,114,17
3126,Oreo Cookie n' Cream Yogurt,120,16
3128,Riced Cauliflower & Broccoli,100,21
3142,Organic Short Grain Brown Rice,63,9
3145,Plain Sweet Potato Chips,107,19
3151,Super Tea Power Greens,94,7
3157,Grilled Tender Beef & Liver Feast in Gravy Cat Food,41,8
3161,Flake Style Imitation Crab,15,12
3162,Organic Acacia Fiber,70,11
3172,Organic California Veggie Burger,42,1
3176,5 Meaty Flavors Variety Dog Snacks,40,8
3177,Thick Spaghetti Pasta,131,9
3211,Synergy Organic & Raw Green Chia Kombucha,31,7
3219,Himalania Fine Pink Salt Glass Jar,104,13
3233,"Organic Turkey with Rosemary, Sage & Thyme Bone Broth",69,15
3243,Red Onions,83,4
3244,Grilled Liver & Chicken Feast in Gravy Cat Food,41,8
3245,Organic Stage 2 Apple Oatmeal With Cinnamon Baby Food,92,18
3255,Chicken Tikka Masala Samosas with Cilantro Chutney,38,1
3260,Chips Ahoy!/Nutter Butter/Oreo Cookies,61,19
3265,Mini Seedless Watermelon Pack,32,4
3274,Black Tea Pyramids,94,7
3296,Nonfat Vanilla Fudge Swirl Frozen Yogurt,37,1
3298,Mozzarella String Cheese,21,16
3323,Classic Catalina Dressing & Dip,89,13
3326,"Chocolate Candies, Peanut",45,19
3334,Fruit Juicy Red Juice Drink,98,7
3358,"Rising Crust Supreme (Sausage, Pepperoni, Red Peppers, Green Peppers, Onions, Black Olives) Frozen Pizza",79,1
3364,Extra Strength Pain Cream,133,11
3376,Organic Whole Kernel Sweet Corn No Salt Added,81,15
3377,Mostaccioli Pasta,131,9
3382,Organic Eggplant,83,4
3384,All Natural Crispy with Panko Breading & Sea Salt Onion Rings,129,1
3389,Diet Dr.Pepper Soda Pack,77,7
3390,Papaya,24,4
3397,Organic Lightly Salted Sea Salt Thin & Crispy Restaurant Style Tortilla Chips,107,19
3398,Dark Chocolate with Whole Hazelnuts,45,19
3400,Flip Pumpkin Harvest Crisp Lowfat Greek Yogurt,120,16
3407,Reddi Wip Fat Free Whip Cream,53,16
3431,Squeezed Lemonade,64,7
3439,"Thick Sliced Canadian, Bacon Natural Hickory Smoked",106,12
3452,Southern Butter Pecan Gourmet Coffee Creamer,53,16
3464,"Organic Butterhead (Boston, Butter, Bibb) Lettuce",83,4
3469,Organic Vegetarian Mild Refried Beans With Green Chiles,59,15
3473,Clementine Dish Soap,74,17
3481,Pineapple,24,4
3485,Berry Shot Dietary Supplement,64,7
3494,Matcha Powder,94,7
3512,Black Beans Reduced Sodium,59,15
3513,Organic Blueberry,24,4
3518,Dusters Cleaner Refills Unscented,114,17
3519,100% Orange Juice No Pulp,31,7
3533,Triple Berry Muffin Mix,105,13
3545,Sun Dried Tomato Pesto,9,9
3576,Cheddar Broccoli Soup Mix,69,15
3578,Gentle Exfoliating Beauty Bar,127,11
3579,Home Style Beefless Tips,42,1
3583,Unsweetened Coconut Milk Beverage,84,16
3590,Real Medleys Summer Berry Oatmeal Cup,130,14
3593,Double Zipper Gallon Storage Bags,85,17
3599,Baked Aged White Cheddar Rice and Corn Puffs,23,19
3600,Dark Chocolate Frosting Mix,97,13
3603,Creamy Spinach Dip,51,13
3627,Organic Baby Corn Pieces,81,15
3631,Organic Whole Milk French Vanilla Yogurt,120,16
3634,Krinkle Cut Classic Barbecue Potato Chips,107,19
3648,Organic & Raw Grape Kombucha,27,5
3661,S'mores Luna Bar,3,19
3672,Gourmet Mango Mochi Sherbet Bonbons,37,1
3675,Soft & Strong Bathroom Tissue 2 Ply,54,17
3676,Regular Cream Cheese Spread,108,16
3685,Unsweet Lemon Lime Drink Mix,90,7
3690,Fruitables Apple Harvest Fruits & Vegetables,98,7
3696,Original Baked Snack Crackers,78,19
3703,"Plates, 10-1/16 Inch",111,17
3714,Almond Thins Almond Butter Cookies,61,19
3721,Unsweetened Green Tea,94,7
3747,PM Extra Strength Caplets,133,11
3751,English Double Devon Cream,53,16
3765,Original Whole Fat Lactose Free Milk,91,16
3783,Dairy Free Cashew Milk Creamy Chocolate Frozen Dessert,37,1
3793,Honey Grahams Graham Style Crackers,29,13
3798,Pink Lady Apples,24,4
3800,Hampshire 100% Natural Sour Cream,108,16
3808,Olive Oil Cooking Spray,19,13
3817,Southern Style Sweet Tea,94,7
3822,Green Magic Chia Squeeze,117,19
3835,"Coconut Water, Pure Organic",98,7
3855,White Hot Dog Rolls,43,3
3856,Deli Fresh Smoked Turkey Breast,96,20
3858,2nd Foods Chicken & Gravy,92,18
3863,Crunchy Kale Nacho,50,19
3869,Organic Sweet Relish,72,13
3873,Mountain Spring Water,115,7
3880,Corn Maize Tortillas,128,3
3884,Organic Plain Unsweetened Nondairy Cashew Yogurt,100,21
3896,Organic Honey Sweet Whole Wheat Bread,112,3
3918,Hummus Tahini,19,13
3919,Hearty Grains 100% Whole Wheat English Muffins,93,3
3951,Carrot and Broccoli Baby Food Puree,92,18
3952,Organic Broccoli Crowns,83,4
3957,100% Raw Coconut Water,31,7
3962,Tater Puffs,129,1
3977,Whole Milk Ricotta Con Latte,21,16
3988,Roasted Salted Peanuts,117,19
3989,Parmesan and Roasted Garlic Dressing,89,13
3990,Natural Sharp Cheddar Sliced Cheese,21,16
3996,Diced Pears In Light Syrup Fruit Cups,99,15
3999,Bosc Pear,24,4
4006,Hazelnut Spread With Skim Milk & Cocoa,88,13
4025,SPF 30 Brush-On Sun Defense,109,11
4058,Mild Fire Roasted Diced Green Chiles,30,6
4066,Organic Red Heirloom Pasta Sauce,9,9
4071,Organic Lemongrass Ginger Ramen,66,6
4086,Mint,16,4
4091,Kosher Whole Dill Pickles,110,13
4097,Whole Grain Loaf,112,3
4098,Havarti Dill Cheese,21,16
4125,Grapefruit Sparkling Juice Beverage,31,7
4136,Living Herbs Potted Living Basil,16,4
4138,Arancita Rossa,77,7
4149,Frozen Organic Blueberries,24,4
4163,Spanish Rice Pilaf Mix,4,9
4169,Original Pork Sausage,106,12
4189,"Yogurt, Goat Milk, and Fruit, Banana & Natural Vanilla Bean with Pear, 2+",120,16
4192,Hardwood Smoked Peppered Thick Sliced Bacon,106,12
4193,"Ravioli, Spinach & Cheese",12,9
4210,Whole Milk,84,16
4217,Dutch Cocoa Flavor Crunchy Nuggets,45,19
4235,Ready to Bake Sugar Cookie Dough,105,13
4269,Mild Cheddar Cheese,21,16
4274,Vegan Cheddar Style Cheese Slices,21,16
4292,Lemon Verbena Toilet Bowl Cleaner,114,17
4294,Spicy Salmon Avocado Roll,13,20
4302,Artichoke Hearts,116,1
4317,Solid White Albacore Tuna In Water,95,15
4338,Fruit Flavored Snacks Assorted Flavors,50,19
4343,"Hot Cocoa Mix, Milk Chocolate Flavor",90,7
4347,Extralean Ground Turkey Breast,49,12
4350,Mushroom And Ricotta Ravioli,2,16
4352,Beverage Tab Wild Berry,47,11
4357,Organic Chocolate Almondmilk Pudding,71,16
4367,Garlic & Fine Herbs Gournay Cheese,21,16
4374,Ultra Soft Bathroom Tissue Double Rolls,54,17
4387,Home Style Meals Beef Steak & Noodles,38,1
4390,Calcium Plus Vitamin D Vegetable Oil Spread,36,16
4392,Lavender Fabric Softening Dryer Sheets,75,17
4398,Longboard Island Lager,27,5
4406,Delhi Saag,76,6
4410,Organic Flax Plus Multibran Flakes,121,14
4421,Organic Beef Uncured Hot Dogs,106,12
4425,Corn Whole Kernel,81,15
4428,Organic Mushroom & Olive Pizza,79,1
4447,Berries 'n Cherries Fruit Snacks,50,19
4455,Raspberry Cereal,48,14
4461,Organic Raw Unfiltered Apple Cider Vinegar,19,13
4462,Pink Lady Apple Kombucha,94,7
4472,Toasted Coconut Almondmilk Blend,91,16
4477,Samosa - 4 CT,76,6
4478,Chocolate Fudge Brownie Frozen Yogurt,37,1
4487,Vegetarian Organic Golden Corn,81,15
4489,Browning & Seasoning Sauce,104,13
4493,Italian Sparkling Pomegranate And Orange Soda,115,7
4497,Pasta Sides Chicken Flavor,4,9
4516,Vegetable Classics Minestrone Soup,69,15
4518,Organic Pomegranate,24,4
4541,Rainier Cherries,24,4
4557,Mango Peach Salsa,67,20
4559,Vanilla Frosting,97,13
4562,English Seedless Cucumber,83,4
4564,Pasilla Pepper,83,4
4565,Baked Snack Crackers Original,78,19
4575,"Beef Jerky, Teriyaki",23,19
4576,Mango Sorbet Pops,37,1
4591,Quick 1 Minute Oatmeal,130,14
4595,Italian Dry Salame,96,20
4600,All Natural French Toast Sticks,52,1
4601,Sparkling Peach Juice,31,7
4605,Yellow Onions,83,4
4606,Sweet Chipotle Beef Jerky,23,19
4614,Burrata alla Panna,21,16
4635,Microwaveable 100% Beef Cheeseburgers,129,1
4649,Extra Soft Bathroom Tissue,54,17
4656,Raspberry Preserves,88,13
4658,Imported Mineral Water,115,7
4660,Sausage Pizza,79,1
4664,Peppermint Bark Gelato,37,1
4671,Red Cabbage,83,4
4679,Carob Chips,17,13
4713,Natural Chicken Breast Cutlets,35,12
4731,Classic Roast,26,7
4734,Turkey Feast Cat Food,41,8
4759,Yellow Corn Meal,17,13
4778,Wheat Thins Reduced Fat Crackers,78,19
4781,Original Coconut Milk Creamer,91,16
4792,Panda Puffs Peanut Butter Cereal,121,14
4793,Wild Berry Smoothie,120,16
4795,Cool Blue Sports Drink,64,7
4796,Baby Portabella Mushrooms,83,4
4799,Shredded Parmesan,21,16
4809,Greek Whole Milk Blended Blueberry Yogurt,120,16
4817,Cinnamon Apple Sauce,99,15
4818,Classic Vanilla Coffee Creamer,6,2
4844,Gotta Have Vanilla Organic Frozen Nonfat Yogurt,37,1
4846,Weight Watchers Three Cheese Ziti Marinara,38,1
4847,Organic Low-Fat Medium Black Bean Chili,59,15
4853,Broccoli Rabe,83,4
4855,Diced Butternut Squash,123,4
4872,Organic Pepper Jack Cheese,21,16
4890,Itsy Bitsy Cheese Ravioli,38,1
4893,Quick Enriched Hominy Grits,130,14
4913,Table Water Crackers,78,19
4916,Disney Frozen Berry Cherry Raspberry Ice Pops,37,1
4919,Unscented Dishwasher Detergents,74,17
4920,Seedless Red Grapes,123,4
4924,Homestyle Baked Beans,59,15
4926,Chicken & Broccoli Linguine Pasta,4,9
4927,Organic Mint Dark Chocolate Bar,45,19
4932,Vanilla Bean Ice Cream,37,1
4941,Fresh Lavender Super Odor Neutralizer Long Last Adjustable Air Freshener,101,17
4942,Vanilla Almond Breeze,91,16
