order_id,product_id,add_to_cart_order,reordered
14172,4138,5,1
14172,10,6,1
14172,2780,7,0
14172,38293,8,0
14172,28156,9,1
14172,46993,10,0
14172,35072,11,0
14172,25890,12,0
14287,23909,1,0
14287,37311,2,0
14287,21553,3,0
14287,1826,4,0
14287,17341,5,1
14538,25138,1,1
14538,18031,2,1
14538,39275,3,1
14538,3025,4,1
14538,48935,5,1
14538,17948,6,1
14538,5640,7,0
14970,42123,1,0
14970,43740,2,1
14970,25472,3,0
15213,22313,1,0
15213,54,2,0
15213,47357,3,1
15213,29529,4,0
15694,14197,1,1
15929,6141,1,0
15929,18352,2,0
15929,47209,3,1
15929,12260,4,0
16453,43290,1,1
16453,14696,2,1
16453,26800,3,1
16453,37646,4,1
16453,21938,5,1
16453,26209,6,1
16453,31717,7,1
16453,44359,8,1
16453,49683,9,1
16453,43961,10,0
17188,21572,1,0
17188,6184,2,0
17188,20818,3,0
17188,32478,4,0
17906,31487,1,1
19097,38689,1,1
19097,24852,2,1
19097,4793,3,1
19097,23794,4,1
19097,260,5,1
19097,31238,6,1
19097,47766,7,1
19097,19660,8,1
19097,42460,9,1
19097,17600,10,1
19097,26790,11,1
19097,49075,12,1
19097,41658,13,1
19097,47626,14,1
19097,42828,15,1
19097,34448,16,1
19097,4945,17,1
19097,19115,18,1
19097,49610,19,1
19097,41844,20,1
19097,15995,21,1
19097,35547,22,1
19097,29898,23,1
19097,43352,24,1
19097,39275,25,1
19097,26209,26,1
19097,12732,27,1
19097,22144,28,1
19097,7175,29,1
19097,20549,30,1
19097,38662,31,1
19097,2888,32,1
19097,23554,33,1
19097,47788,34,1
19097,31717,35,1
19097,8138,36,1
19097,20574,37,1
19097,27423,38,1
19097,30391,39,1
19097,21376,40,1
19097,37065,41,1
19097,46692,42,1
19097,24561,43,1
19097,47439,44,1
19097,46979,45,1
19097,13780,46,1
20018,36865,1,1
20018,43961,2,1
20018,25146,3,0
20018,9076,4,1
20018,38777,5,1
20018,47209,6,1
20018,2295,7,0
20018,10749,8,1
20018,14739,9,0
20018,7413,10,0
20018,23219,11,0
20440,37147,1,0
20440,23075,2,0
20440,48204,3,0
20440,27292,4,0
20460,16995,1,1
20460,35819,2,1
20460,22959,3,1
20460,47209,4,1
20460,47626,5,1
20460,32828,6,1
20460,37687,7,1
20990,21137,1,1
20990,39275,2,0
20990,31287,3,1
20990,33294,4,0
20990,8518,5,1
20990,25138,6,1
21580,37795,1,1
21580,26629,2,1
21580,27246,3,1
21580,7963,4,1
21580,12333,5,1
21708,27845,1,1
21708,13176,2,1
21708,19057,3,1
21708,21137,4,1
21708,44910,5,1
21708,32747,6,1
21708,34243,7,1
21708,16616,8,1
21708,23233,9,1
21708,36550,10,1
26611,22688,1,0
26611,22275,2,0
26611,37990,3,0
26611,49026,4,0
26611,23579,5,0
26611,5250,6,0
26611,24632,7,0
26611,26427,8,0
26611,40493,9,0
26611,11230,10,0
26611,25,11,0
26611,12741,12,0
26611,14133,13,0
26611,12667,14,0
26611,43744,15,0
26611,47934,16,0
26611,12504,17,0
26968,12341,1,1
26968,15772,2,1
27339,24852,1,1
27339,47227,2,0
27339,28985,3,0
27339,40119,4,0
27339,27836,5,0
27339,42633,6,0
28696,5479,1,1
28696,37067,2,1
28696,21405,3,1
28696,20113,4,1
28696,32864,5,1
28696,19660,6,1
28696,39928,7,1
28696,47209,8,1
28696,27695,9,1
28696,329,10,1
28696,13409,11,1
28696,18465,12,1
28696,2078,13,1
28696,8021,14,1
28696,9472,15,1
28696,8174,16,0
28696,17956,17,0
28696,24231,18,0
28696,5618,19,0
28696,30290,20,0
29486,35383,1,1
29486,21108,2,0
29486,8239,3,0
29486,23338,4,1
29486,31404,5,0
29486,23288,6,0
29486,27344,7,0
29486,11777,8,1
29983,39877,1,1
29983,44359,2,0
29983,30391,3,1
29983,31553,4,0
29983,28985,5,1
29983,5115,6,1
29983,18105,7,1
29983,27104,8,1
29983,31717,9,0
29983,12384,10,0
29983,24184,11,1
29983,18234,12,0
30239,28204,1,1
30239,23909,2,1
30239,21938,3,1
30739,4920,1,0
30739,3298,2,1
30739,38768,3,1
30739,38928,4,1
30739,32478,5,1
33785,24852,1,1
33785,47626,2,1
33785,21925,3,1
33785,18523,4,1
33785,45061,5,1
33785,21165,6,0
33785,16797,7,1
33785,34050,8,1
33785,10421,9,1
33785,46630,10,0
33785,34449,11,0
33785,46088,12,0
33785,7898,13,1
33785,49198,14,0
33785,16696,15,1
33785,27548,16,1
33785,1511,17,1
33785,44475,18,1
33785,33754,19,1
33785,3999,20,1
33785,45066,21,1
33785,39993,22,0
33785,37250,23,1
33785,28959,24,1
33785,26459,25,0
33785,18043,26,0
33785,38647,27,1
34647,34503,1,0
34647,31103,2,0
34647,40256,3,0
34647,15872,4,0
34647,28842,5,1
34647,42014,6,1
34647,8143,7,1
35196,8501,1,0
35196,45832,2,0
35196,2962,3,0
35196,26165,4,1
35864,2086,1,0
35864,25466,2,1
35864,8339,3,1
35864,3566,4,1
35864,26959,5,1
35864,35663,6,1
35864,21903,7,1
35864,46720,8,0
35864,20632,9,0
35864,41950,10,0
35949,3990,1,1
35949,2481,2,0
35949,13337,3,1
35949,17008,4,1
35949,45138,5,0
35949,36144,6,0
35949,19348,7,0
35949,1366,8,1
35949,13521,9,1
35949,32047,10,1
35949,19178,11,0
35949,31789,12,0
35949,35221,13,1
35949,28004,14,1
35949,1069,15,0
36665,2943,1,1
36665,31371,2,1
36665,6377,3,1
36665,46206,4,1
36665,9869,5,1
36665,44987,6,1
36665,7175,7,1
36665,36639,8,1
36665,25272,9,1
36665,43122,10,0
36665,260,11,0
36665,32177,12,0
36665,8518,13,0
36665,9839,14,0
36665,3464,15,1
36665,12357,16,0
36665,21288,17,0
36665,41787,18,1
39325,7736,1,1
39325,47766,2,1
39325,4658,3,1
39325,7413,4,1
39325,39491,5,1
39325,18175,6,1
39325,46906,7,1
39325,39349,8,0
39325,48183,9,1
39325,48890,10,0
39325,27509,11,0
39325,2389,12,0
39325,12481,13,0
39637,35183,1,0
39637,32360,2,0
39637,15912,3,0
39637,27104,4,0
39637,22935,5,1
39637,44359,6,0
39637,47209,7,1
39637,21616,8,1
39637,41593,9,1
40521,40724,1,0
40521,19176,2,1
40521,17794,3,1
40521,32052,4,1
40521,49026,5,1
40521,48189,6,1
40521,21386,7,1
40521,20127,8,1
40521,9076,9,1
40521,160,10,1
42210,4920,1,1
42210,27925,2,0
42210,37646,3,0
42210,9387,4,0
42800,1710,1,1
42800,13176,2,1
42800,24838,3,1
42800,34590,4,1
42800,47626,5,1
42800,41220,6,0
42800,25647,7,0
42800,30391,8,0
42800,8518,9,0
42800,40604,10,0
42800,34126,11,0
44208,21903,1,1
44208,44359,2,1
44208,9839,3,1
44208,10111,4,0
44845,28849,1,0
44845,24852,2,1
46340,19065,1,1
46340,12914,2,1
46340,8358,3,1
46340,24964,4,1
46340,9885,5,0
46340,46654,6,1
46340,39275,7,1
46340,22935,8,1
46340,47209,9,1
49291,48628,1,1
49291,45535,2,0
49291,4210,3,0
49291,42736,4,0
49291,23836,5,0
49291,34137,6,1
49291,32740,7,1
49291,27012,8,0
49931,17847,1,1
49931,47912,2,1
49931,2552,3,1
49931,45504,4,1
49931,39427,5,1
49931,34977,6,0
49931,18542,7,0
49931,42442,8,1
50141,25653,1,0
50141,43352,2,1
50141,30731,3,0
51155,27464,1,1
51155,24852,2,1
51155,27405,3,1
51155,44632,4,0
51155,36070,5,1
51155,34214,6,0
51155,4428,7,0
51155,38400,8,1
51155,17562,9,0
51155,34619,10,1
51155,47962,11,0
51155,22882,12,0
51155,33195,13,0
51155,18091,14,0
51155,45645,15,0
52176,32478,1,0
52176,27288,2,0
52176,29553,3,0
52176,32684,4,0
52176,29747,5,0
52176,16953,6,0
52176,36393,7,1
52176,32446,8,0
52176,18656,9,0
52176,44359,10,0
52176,12341,11,1
52176,5818,12,0
52176,37018,13,0
52176,8424,14,0
54098,43295,1,1
54098,4472,2,1
54098,26604,3,1
54098,33825,4,1
54098,34243,5,0
54098,48679,6,1
54098,35917,7,0
54098,25920,8,1
54098,21775,9,1
54098,4799,10,1
54098,13176,11,1
54098,39475,12,1
54098,22935,13,0
54098,26242,14,0
54098,25005,15,0
54098,32429,16,1
54098,25542,17,0
54098,24964,18,1
54762,45007,1,0
54762,39877,2,0
54762,28986,3,0
54762,24852,4,1
54762,24964,5,0
54762,43371,6,0
54762,5025,7,0
54762,26209,8,1
54762,28842,9,1
54762,47766,10,1
54804,33000,1,0
54804,29871,2,0
54804,34497,3,0
54804,32642,4,0
54804,36685,5,0
54804,32689,6,0
54804,15290,7,0
54804,40619,8,0
54804,43279,9,0
54804,264,10,0
54804,10901,11,0
54804,22957,12,0
54804,31506,13,0
54804,9068,14,0
54804,9743,15,0
54804,19734,16,0
54804,35721,17,0
54804,20985,18,0
54804,11331,19,0
54804,30338,20,0
54804,39889,21,0
54804,38406,22,0
54804,19468,23,0
54804,37449,24,0
54804,15269,25,0
54804,35761,26,0
54804,22105,27,0
54804,36434,28,1
54804,33168,29,0
54804,43968,30,0
54804,29783,31,0
54804,6189,32,0
54804,8049,33,0
54804,36259,34,0
54804,19005,35,0
54804,44245,36,0
54804,36849,37,0
55149,5025,1,0
55149,34969,2,0
55149,13083,3,0
55149,3873,4,1
55149,47329,5,1
55149,8174,6,1
55149,24852,7,1
55149,46515,8,0
55149,28427,9,1
55149,2519,10,1
55149,23339,11,0
57889,14221,1,1
57889,28928,2,1
57889,38164,3,1
57889,33043,4,1
57889,5031,5,1
57889,49628,6,0
57889,3464,7,1
57889,38427,8,1
57889,41950,9,0
60905,16759,1,0
60905,21938,2,0
60905,15025,3,0
60905,26882,4,0
62370,23288,1,1
63770,7987,1,1
63770,10962,2,1
63770,42500,3,1
63770,1,4,0
64766,43768,1,0
64766,1244,2,0
64766,34126,3,1
64766,24964,4,1
64766,13176,5,1
64766,30639,6,1
64766,21137,7,1
64766,38777,8,0
64766,8277,9,1
64766,32177,10,0
64766,16083,11,1
64766,21174,12,1
64766,43545,13,1
64766,5132,14,1
64766,10173,15,1
64766,781,16,0
64766,22328,17,0
64766,31737,18,0
64766,35696,19,0
64766,47325,20,1
64952,13176,1,1
64952,30827,2,1
64952,37687,3,1
64952,33147,4,1
64952,44683,5,1
64952,46363,6,1
64952,23985,7,1
64952,6758,8,0
64952,21903,9,1
67479,18534,1,0
67479,42832,2,0
67479,22935,3,0
67479,17008,4,0
67479,48779,5,0
67479,39009,6,0
67479,21903,7,0
67479,13536,8,1
67479,13639,9,0
67479,30583,10,0
67479,25947,11,0
68092,24852,1,1
68092,43295,2,1
68092,47209,3,0
68092,46979,4,1
68092,39408,5,1
68092,38456,6,0
68092,41771,7,1
68092,21616,8,1
68092,7963,9,1
68092,21053,10,1
68092,41596,11,0
68092,5251,12,0
68092,33439,13,0
68092,14727,14,0
68092,15945,15,0
68092,20698,16,0
69233,14740,1,1
69233,42342,2,1
69233,3765,3,0
69233,39619,4,0
69233,2452,5,0
69233,24852,6,0
69233,8854,7,0
70859,27966,1,1
70859,47977,2,1
70859,16797,3,1
70859,39032,4,1
70859,34027,5,0
70859,3990,6,1
70859,8195,7,0
70859,14569,8,0
70859,30379,9,1
70859,29443,10,0
70859,48,11,0
70859,34234,12,0
70859,47702,13,0
70859,33776,14,0
70859,23405,15,0
70859,20995,16,0
70859,1069,17,1
70859,26801,18,0
70859,3619,19,0
70859,258,20,1
70859,33113,21,1
72069,24852,1,1
72069,40310,2,1
72069,42244,3,1
72069,10749,4,1
72069,21077,5,1
72069,8424,6,1
72069,30391,7,1
72069,21137,8,1
72069,41220,9,1
72069,8518,10,1
72069,33787,11,1
72069,4957,12,1
72069,260,13,1
72069,26384,14,1
72069,17948,15,0
72069,44359,16,1
72069,41149,17,1
72069,4809,18,1
72069,30489,19,0
72069,47766,20,1
72069,35951,21,0
72069,43961,22,1
73861,40063,1,1
73861,46676,2,1
73861,21560,3,1
73861,27344,4,1
73861,21616,5,1
74399,3276,1,1
74399,8225,2,1
75622,42811,1,0
75622,45211,2,0
75622,12206,3,0
75622,37654,4,0
75622,31683,5,1
75622,21386,6,0
75622,33379,7,0
75622,44014,8,0
75622,10492,9,0
75622,7189,10,0
75622,34111,11,0
75622,6441,12,1
75622,47937,13,0
75622,48246,14,0
76113,23457,1,1
78051,28476,1,0
78051,28602,2,1
78051,5134,3,1
78051,24852,4,1
78051,5479,5,1
78051,26131,6,1
78051,35914,7,1
78051,13249,8,1
78051,3896,9,1
78051,260,10,1
78051,39781,11,1
78051,23938,12,1
78051,48007,13,0
78051,20734,14,1
78051,2611,15,1
78051,38273,16,1
78051,19468,17,0
78051,36764,18,1
78051,7781,19,1
78426,24852,1,1
78426,47344,2,0
78426,6459,3,0
78426,21137,4,0
78426,12409,5,0
78426,39216,6,1
78426,24253,7,1
82156,36695,1,1
82156,21137,2,0
82156,38159,3,0
82156,5212,4,1
82156,35504,5,1
82156,40199,6,1
82156,17281,7,1
82156,27951,8,1
82156,14467,9,1
82156,43154,10,1
82156,27244,11,1
82156,46045,12,0
82156,24841,13,0
83856,16490,1,1
83856,36011,2,1
83856,30850,3,1
83856,23029,4,1
83856,39216,5,1
83856,27454,6,1
83856,9339,7,1
83856,17368,8,1
83856,47223,9,1
83856,25842,10,1
83856,4410,11,1
83856,11422,12,1
83856,33796,13,1
83856,17355,14,1
87715,23288,1,0
88768,17355,1,0
88768,23644,2,1
88768,16185,3,1
88768,46516,4,0
88768,5450,5,1
88768,23233,6,1
88768,44359,7,1
88768,38622,8,1
88768,19612,9,1
88768,6187,10,1
88768,24838,11,1
88768,40604,12,1
88768,47626,13,1
88768,33731,14,1
88768,34126,15,1
88768,27171,16,0
88768,21955,17,0
88768,8424,18,0
88768,28204,19,1
88768,43086,20,0
88768,28289,21,1
88768,43320,22,0
88768,20549,23,0
89254,12606,1,0
89254,26842,2,1
89254,31506,3,1
89254,45608,4,0
89254,12962,5,0
89254,27174,6,0
89254,46526,7,0
89254,28849,8,0
89254,44449,9,0
89254,25890,10,0
89254,12290,11,1
89254,42701,12,0
89864,29223,1,1
89864,8048,2,1
89864,45260,3,0
90628,45603,1,1
90628,47626,2,1
90628,21903,3,1
90628,23236,4,1
90628,47862,5,1
90628,8736,6,1
90628,4920,7,1
90628,43467,8,1
90628,16797,9,1
90628,28590,10,1
92317,24852,1,1
92317,41005,2,1
92317,46393,3,1
92317,23417,4,1
92317,14126,5,1
92317,34969,6,1
92317,17794,7,1
92317,30720,8,1
92317,38656,9,1
92317,46969,10,1
92317,28071,11,1
92317,7658,12,1
92317,18105,13,1
92317,16291,14,1
94648,16283,1,0
94648,17924,2,1
94648,33768,3,1
94648,22900,4,1
96292,38139,1,1
97063,27179,1,1
97063,48734,2,1
97063,31608,3,1
97063,4006,4,1
97063,35286,5,1
97063,20674,6,0
97063,6448,7,0
97063,16874,8,1
97063,35909,9,1
97063,41635,10,1
97063,49481,11,0
97063,21997,12,1
97063,31564,13,0
97063,39408,14,1
97063,24852,15,1
98619,27104,1,1
98619,38400,2,0
98619,41588,3,1
98619,28849,4,1
98619,46667,5,1
98619,47961,6,1
98619,13176,7,1
98619,47209,8,1
98619,36070,9,1
98619,21174,10,1
98619,11599,11,1
101843,19691,1,0
101843,23376,2,1
101843,44799,3,1
101843,24142,4,0
101843,4261,5,0
101843,40795,6,1
101843,11837,7,0
101843,16379,8,0
101843,9239,9,0
101843,45061,10,0
101843,39646,11,1
102931,13176,1,1
102931,14766,2,1
102931,39877,3,1
102931,5922,4,1
102931,33043,5,1
102931,5337,6,1
102931,3020,7,1
102931,34525,8,1
102931,22963,9,1
102931,22270,10,1
102931,27966,11,1
102931,17454,12,1
102931,8277,13,1
102931,7213,14,0
102931,41694,15,0
103086,28749,1,1
103086,30512,2,0
103086,31486,3,0
103086,13176,4,1
103086,45007,5,1
103086,37629,6,0
103086,43263,7,0
103086,41787,8,1
103086,36082,9,1
103086,27966,10,0
103086,6184,11,0
103086,2452,12,0
103086,26286,13,1
103086,23347,14,1
103086,5428,15,0
103086,20082,16,0
103869,33000,1,1
104586,47980,1,1
104586,47626,2,1
104586,24852,3,1
104586,24920,4,1
104586,2180,5,0
104586,33129,6,0
107908,45440,1,1
107908,28255,2,0
107908,14951,3,0
107908,36403,4,0
107908,46239,5,1
107908,42404,6,0
107908,2469,7,0
107908,6750,8,0
108525,46692,1,1
108525,22035,2,1
108525,5450,3,1
108525,19240,4,0
108525,5134,5,0
108525,32433,6,0
108525,45200,7,0
108525,8670,8,1
108525,9339,9,0
108525,47626,10,0
108525,20920,11,0
108525,19145,12,0
108525,41757,13,0
108525,25931,14,1
108525,34292,15,0
108525,39468,16,0
108525,22210,17,0
108525,37003,18,0
108525,32647,19,0
108525,29557,20,0
108525,34358,21,1
108525,26209,22,1
108525,31717,23,0
109212,31121,1,0
109212,9106,2,0
109212,12403,3,0
109212,1762,4,0
109212,22153,5,0
109212,5385,6,1
109212,13249,7,1
109212,1017,8,1
109212,46853,9,1
109212,10374,10,0
109212,24954,11,1
109212,48171,12,0
109212,19904,13,0
109212,49445,14,0
109212,25476,15,0
109212,18826,16,0
112067,13166,1,1
112067,35921,2,0
112067,49235,3,0
112067,34739,4,0
112067,22025,5,1
112067,40310,6,1
112067,38936,7,0
112067,33351,8,1
112067,38200,9,1
112067,20919,10,0
112067,34934,11,0
112067,9076,12,1
112067,43772,13,1
112067,30315,14,0
112067,2091,15,0
112067,43409,16,0
112067,24438,17,0
112067,5097,18,0
112067,3298,19,0
112067,28384,20,0
112067,33184,21,0
112067,4317,22,0
112067,28306,23,0
112127,768,1,1
112127,21386,2,0
112127,19949,3,0
112127,24964,4,0
112127,34824,5,0
112127,1999,6,0
112127,46667,7,0
112127,38490,8,1
112127,11707,9,1
112127,1892,10,0
112732,13176,1,1
112732,48679,2,1
112732,27344,3,1
112732,22035,4,1
112732,29447,5,1
112732,7948,6,1
112732,21903,7,1
112732,260,8,1
112732,39475,9,0
112732,21137,10,1
112732,22825,11,1
112732,32360,12,0
112732,22198,13,0
112732,41699,14,0
112732,5134,15,0
113754,32052,1,1
113754,30450,2,1
113754,30252,3,1
113754,22963,4,1
113754,34949,5,1
113754,41588,6,1
113754,17789,7,1
113754,18272,8,1
113754,20842,9,1
113754,48679,10,1
113754,4605,11,1
113754,35939,12,1
113754,21938,13,1
113754,2295,14,1
113754,2846,15,1
113754,27966,16,1
113754,21288,17,1
113754,24852,18,1
113754,28985,19,1
113754,41787,20,1
113754,21137,21,1
113754,42265,22,1
113754,28199,23,1
113754,47626,24,1
113754,25931,25,1
113754,29066,26,0
113754,2979,27,1
113754,14874,28,0
113754,21616,29,1
113754,23594,30,0
114145,30353,1,1
114145,18523,2,1
114145,4957,3,1
114145,21333,4,1
114145,2390,5,1
114145,32712,6,1
114145,24092,7,1
114145,45739,8,1
114145,43961,9,0
114145,7633,10,0
116850,3192,1,1
116850,5386,2,1
116850,20802,3,1
116850,26412,4,1
116850,5375,5,0
116850,42431,6,1
116850,27450,7,1
116850,35465,8,1
116850,30170,9,1
116850,41195,10,1
116850,37376,11,0
116850,28634,12,1
116850,34449,13,1
116850,17377,14,1
116850,42668,15,0
116850,31589,16,0
116850,648,17,0
116850,31848,18,0
116850,17742,19,0
116850,19878,20,0
116850,43076,21,0
116850,23965,22,0
116850,19213,23,0
116850,32271,24,1
116850,22656,25,1
116850,20378,26,0
116850,8937,27,1
116850,23803,28,0
116850,31717,29,0
116850,429,30,0
116850,5436,31,0
116850,25377,32,1
116850,39276,33,1
116850,40910,34,0
118542,28986,1,0
118542,12891,2,1
118542,27521,3,1
118542,44787,4,1
118542,7021,5,1
118542,5077,6,1
118542,30918,7,1
118542,16797,8,1
118542,28928,9,1
118542,24852,10,1
118542,32734,11,1
118542,47672,12,1
118542,21616,13,1
118542,49236,14,1
119472,10869,1,1
119472,40174,2,1
119472,16797,3,1
119472,24799,4,1
119472,18523,5,1
119472,10333,6,1
119472,5112,7,1
119472,29698,8,1
119472,32047,9,1
119472,6128,10,1
119472,14390,11,1
119472,35126,12,1
119472,19935,13,1
119472,859,14,0
119472,1364,15,0
119472,23892,16,0
119472,881,17,0
119472,25882,18,0
119472,15902,19,1
119472,33894,20,0
120169,12033,1,1
120169,20178,2,1
120169,25948,3,0
120169,38164,4,1
120169,7325,5,1
120169,31444,6,0
120169,43165,7,0
120169,13176,8,1
120169,8174,9,1
120169,47626,10,0
120644,24964,1,0
120644,13852,2,0
120644,17794,3,0
120644,5818,4,0
120644,13733,5,0
120644,10644,6,0
122224,5015,1,1
122224,29126,2,1
122224,19677,3,1
122224,46175,4,1
122224,38374,5,0
124285,22963,1,1
124285,22638,2,1
124285,27086,3,1
124285,29974,4,0
124285,13517,5,1
124285,32864,6,1
124285,36176,7,1
125765,19895,1,1
125765,44389,2,1
125765,13870,3,1
125765,27966,4,1
125765,20632,5,1
125765,22035,6,1
125765,20118,7,1
125765,781,8,1
125765,35038,9,0
125765,36724,10,0
125765,42445,11,0
126793,37646,1,0
126793,21137,2,1
126793,37067,3,0
126793,42356,4,0
126793,27845,5,1
126793,24838,6,1
126793,26032,7,0
126793,46979,8,1
126793,47672,9,1
126793,48679,10,0
126793,42380,11,0
126793,41290,12,1
126793,41805,13,1
126793,44703,14,0
126797,26475,1,1
126797,21872,2,1
126797,2537,3,0
126797,28436,4,0
127062,12919,1,0
127062,41222,2,1
127062,35536,3,1
127062,33754,4,1
127062,33682,5,1
127062,33787,6,1
127062,18523,7,1
127062,20876,8,1
127062,4957,9,1
127522,18418,1,1
127522,13249,2,1
127522,47672,3,1
127522,22750,4,0
127522,32784,5,0
127522,33776,6,0
127522,37174,7,0
127522,33495,8,0
129013,12312,1,1
129013,3098,2,1
129013,11461,3,0
129013,29382,4,0
129013,44142,5,1
129013,31717,6,0
129013,15290,7,0
129013,21938,8,0
129013,34605,9,0
129013,21936,10,0
129013,6193,11,0
129013,35509,12,0
129013,47180,13,0
129013,3265,14,0
129013,41290,15,0
129013,4261,16,0
129013,46226,17,0
129013,3601,18,0
129013,37065,19,0
129013,48988,20,0
129013,2519,21,1
129013,46817,22,0
129013,25949,23,0
129013,27395,24,0
129013,49235,25,0
129013,39160,26,1
129013,18209,27,0
129013,13802,28,0
129749,13198,1,1
129749,7058,2,1
129749,23375,3,1
129749,38288,4,1
129749,15261,5,1
129749,39667,6,1
129749,17375,7,0
129749,39375,8,0
129749,34358,9,1
129926,48291,1,1
129926,20520,2,1
129926,5322,3,1
129926,38383,4,1
129926,26873,5,1
129926,3066,6,1
129926,35221,7,1
129926,19057,8,1
129926,47766,9,1
129926,49175,10,1
129926,32611,11,1
129926,40706,12,1
132246,1511,1,1
132246,20082,2,1
132246,33176,3,1
132246,38192,4,1
132246,30353,5,1
132246,37606,6,1
132246,11286,7,0
132246,18721,8,1
132246,10132,9,0
132246,41844,10,1
132246,44107,11,1
134419,21868,1,1
134419,24852,2,1
134419,2135,3,1
134419,9076,4,1
134419,34050,5,1
134419,12939,6,0
134419,14992,7,0
134419,20021,8,0
134419,33184,9,0
134419,40332,10,1
134419,33863,11,1
134419,29675,12,1
134419,6131,13,0
134419,25544,14,1
134419,4605,15,1
134419,15359,16,1
134419,20378,17,0
134419,14705,18,0
134419,38185,19,0
134419,5189,20,0
134419,5725,21,1
134419,6135,22,0
134419,32734,23,1
135924,17615,1,1
135924,46515,2,1
135924,44560,3,1
135924,14390,4,0
135924,27020,5,0
137868,13176,1,1
137868,27966,2,1
137868,14077,3,1
137868,8277,4,1
137868,12576,5,1
137868,24639,6,1
137868,15455,7,1
137868,11933,8,1
137868,820,9,1
137868,7044,10,1
137868,26620,11,1
137868,30353,12,1
137868,23586,13,1
137868,33606,14,1
137868,3382,15,1
137868,32588,16,1
137868,16525,17,1
137868,6795,18,0
137868,6020,19,1
137868,9033,20,0
137868,49273,21,1
137868,41149,22,1
137868,41844,23,1
137868,6069,24,1
137868,24841,25,1
137868,9755,26,1
137868,7766,27,1
138777,16489,1,1
138777,9584,2,0
138777,20852,3,1
138777,31124,4,0
138777,13944,5,1
138777,40408,6,0
138777,32727,7,0
138777,43704,8,1
138777,46347,9,1
138777,40332,10,1
138777,3358,11,1
138777,28156,12,0
138777,28842,13,0
138777,38739,14,0
138777,29487,15,1
138777,11182,16,0
138777,30305,17,1
138777,17795,18,1
138777,21938,19,1
138777,27275,20,1
138777,21137,21,1
138777,22849,22,0
